Weight,Volume,Dimensions,AnomalyFlag
221.8,5.2,22x29x30,0
125.1,2.9,40x16x29,0
313.5,3.8,48x25x22,0
287.8,4.5,32x29x12,0
211.4,5.0,36x37x16,1
341.9,4.4,34x39x22,0
168.3,3.4,37x39x10,0
345.1,5.9,21x19x11,0
301.7,3.8,45x15x13,0
313.2,4.1,36x13x19,0
335.4,5.2,36x29x15,0
168.6,3.1,25x21x23,0
224.9,4.3,24x10x26,0
255.3,5.0,40x27x8,0
240.7,4.3,21x30x20,0
236.7,4.2,50x21x28,0
199.0,3.2,31x37x16,0
234.7,4.0,43x34x27,0
103.4,2.8,39x39x11,0
131.4,2.4,23x17x25,0
325.2,4.4,28x38x13,0
54.8,1.1,22x12x8,0
157.5,2.4,25x34x24,0
314.9,4.8,33x19x23,0
271.7,4.8,43x35x29,0
183.3,2.8,33x15x28,0
233.0,4.3,17x18x28,0
300.0,4.0,40x36x17,0
295.5,4.4,21x32x29,0
109.4,2.7,48x24x29,0
197.4,2.9,50x29x18,0
61.4,3.4,16x32x17,0
118.9,3.9,43x35x11,0
90.5,2.8,47x11x24,0
324.4,5.1,34x23x20,0
245.9,3.8,28x31x21,0
294.9,4.1,41x12x16,0
191.1,3.5,18x24x23,0
269.1,4.4,22x23x25,0
187.6,3.1,44x27x17,0
131.3,3.5,27x35x11,0
144.9,4.4,27x37x16,0
341.8,4.0,47x33x29,0
271.1,3.4,16x23x29,0
299.4,5.6,46x20x15,0
295.4,4.0,29x24x21,0
230.5,2.9,16x29x17,0
207.8,3.7,41x40x9,0
295.7,3.5,33x39x16,0
258.8,3.8,38x19x30,0
283.1,3.8,25x35x9,1
330.3,4.9,45x27x12,0
270.6,3.8,46x22x22,0
169.0,2.4,23x38x30,0
270.6,3.8,34x22x16,0
182.9,3.9,20x23x9,0
268.7,3.8,38x19x23,0
81.5,3.1,23x20x26,0
190.5,4.7,22x23x10,0
193.8,3.2,28x18x21,0
134.0,3.3,32x26x17,0
340.4,4.2,38x17x12,0
205.8,5.0,42x14x21,0
68.8,1.8,21x13x17,0
221.6,4.3,32x37x28,0
166.3,4.1,42x14x23,0
194.2,4.4,20x40x23,0
293.9,4.7,26x39x14,1
314.6,6.0,15x37x8,1
89.4,2.9,23x13x29,0
232.9,2.9,15x34x29,0
316.0,5.6,19x28x20,0
228.2,3.4,29x15x19,0
291.3,5.1,42x31x11,0
213.4,3.1,16x37x27,0
206.9,5.0,34x14x23,0
131.2,4.1,48x39x28,0
145.1,4.4,36x35x26,0
119.3,4.1,47x30x16,0
215.8,5.0,49x18x26,0
314.9,5.5,34x26x20,0
108.1,2.8,18x11x17,0
166.2,3.7,21x23x10,0
57.9,3.0,32x31x19,0
258.2,4.2,28x33x24,0
134.4,3.1,34x19x27,0
346.3,6.1,50x28x30,1
165.8,4.2,21x30x26,0
136.9,2.0,41x22x30,0
108.7,2.0,29x20x18,0
70.8,1.9,32x27x20,0
173.2,4.6,32x25x25,1
102.6,2.1,29x35x18,0
188.7,4.5,23x16x14,0
171.5,2.5,44x16x29,0
256.9,3.5,24x13x23,0
154.2,3.0,49x33x17,0
249.6,4.4,25x31x17,0
254.1,5.1,34x26x15,0
239.0,4.2,19x32x20,0
147.3,2.7,38x16x22,0
266.8,4.4,44x33x19,0
210.3,4.8,22x15x23,0
151.5,4.0,20x18x12,0
283.5,4.0,20x29x21,0
271.4,3.8,26x33x23,0
95.3,2.6,49x29x22,1
111.6,4.0,42x30x15,0
55.5,2.5,20x35x21,0
306.8,5.7,21x35x18,0
248.8,4.9,36x32x16,0
138.7,4.3,35x10x8,0
229.0,4.3,25x21x23,0
98.6,3.8,24x11x17,0
175.5,2.9,25x19x11,0
301.5,5.1,35x19x29,0
195.0,3.9,49x24x26,0
246.8,4.9,45x30x22,1
123.6,3.2,20x31x29,1
62.8,2.3,21x40x29,0
261.0,3.6,47x18x12,0
255.3,5.4,20x11x11,0
236.8,4.2,50x23x23,0
323.7,3.8,34x15x16,0
247.3,3.3,22x36x28,0
237.7,5.2,38x35x15,0
254.2,4.3,44x30x10,0
303.1,4.2,15x39x27,0
72.5,1.9,27x24x26,0
223.5,3.4,18x38x10,0
70.3,3.1,20x16x27,0
279.6,3.6,40x38x21,0
276.0,4.3,44x20x30,0
120.1,3.8,27x21x21,0
113.6,1.8,34x29x14,0
170.2,4.4,36x11x11,0
102.9,3.5,18x10x9,0
209.6,3.5,19x37x27,0
319.7,5.3,28x17x13,0
288.0,4.6,20x32x28,0
318.6,4.0,19x12x16,0
131.7,3.1,30x36x27,0
246.8,4.1,38x18x23,0
188.7,4.6,22x40x10,0
66.7,1.9,31x33x10,0
347.2,5.7,17x28x13,0
188.6,3.5,50x22x26,0
293.3,5.4,43x14x9,0
51.2,1.1,39x14x27,0
160.8,2.4,16x16x10,0
117.6,4.0,18x23x13,0
139.7,2.7,15x31x28,0
229.9,4.8,34x25x17,0
144.4,2.1,27x34x24,0
316.7,5.1,29x15x25,0
299.1,5.5,24x12x25,0
326.9,6.1,42x24x19,0
326.6,4.7,49x12x25,0
209.4,3.2,35x40x27,0
167.5,2.9,32x13x29,0
223.0,4.4,32x39x25,0
316.6,5.8,21x37x29,0
295.0,4.3,34x29x15,0
273.1,3.9,17x28x25,0
319.7,4.0,27x18x11,0
231.9,5.0,25x14x17,0
142.0,4.1,26x10x18,0
240.7,4.6,28x19x8,0
126.6,3.9,19x19x16,0
236.6,4.5,37x22x22,0
138.4,2.6,47x29x30,0
332.7,4.6,25x37x19,0
323.4,5.0,48x32x9,0
214.4,2.6,21x23x19,0
331.6,4.9,45x10x13,0
274.0,4.9,18x13x14,0
56.0,1.7,30x37x18,0
273.8,3.8,46x18x24,0
89.0,3.1,28x20x20,0
83.0,1.8,49x18x27,0
210.1,3.5,41x24x23,0
152.7,2.4,17x21x27,0
318.8,4.6,27x17x13,0
155.0,3.1,50x15x10,0
129.3,2.7,36x24x22,0
117.4,3.0,34x10x14,0
171.8,3.2,22x16x28,0
237.6,4.9,48x20x29,0
203.8,3.8,43x16x12,0
274.1,4.5,19x12x21,0
72.1,1.4,46x18x26,0
75.3,2.3,23x19x11,0
339.0,6.3,36x35x16,0
179.0,3.7,33x20x18,0
58.8,3.3,33x19x11,0
177.6,4.0,41x37x11,0
57.3,1.9,24x20x21,1
172.8,2.9,50x25x15,0
207.6,3.3,36x40x29,0
258.1,4.6,47x16x17,0
194.7,3.0,46x16x9,0
317.4,5.4,42x17x28,0
56.7,1.6,50x40x30,0
169.2,4.6,40x20x13,0
134.2,2.5,43x22x12,0
295.7,3.5,25x31x29,0
300.9,4.7,35x31x20,0
179.3,4.6,25x33x9,0
212.9,2.8,34x27x28,0
205.9,3.5,24x12x21,0
311.6,5.4,16x26x15,0
132.2,4.3,24x10x12,0
334.7,6.2,38x34x10,0
236.9,4.7,22x27x19,0
208.5,3.0,19x36x8,0
196.2,4.8,22x25x21,0
192.0,3.1,35x35x22,1
127.2,2.4,35x18x21,0
291.9,4.0,19x22x8,0
239.0,5.3,18x33x28,0
56.9,3.3,17x16x19,1
323.5,5.0,44x17x22,0
223.3,4.4,42x28x17,0
260.4,4.3,24x21x23,0
306.0,5.0,24x19x12,0
269.0,3.3,44x31x11,1
99.2,2.4,34x14x10,0
52.7,1.6,36x37x10,0
115.7,3.8,44x24x10,0
114.3,2.2,22x26x22,0
177.2,4.6,41x10x24,0
267.9,5.3,19x27x14,0
254.0,3.1,37x12x23,0
94.1,3.9,20x30x11,0
349.8,5.9,28x32x15,0
99.3,2.6,16x17x24,0
226.9,5.1,40x20x18,1
285.2,3.7,34x25x15,0
237.9,4.7,47x29x21,0
252.6,4.9,28x19x23,0
274.0,5.0,44x13x16,0
215.2,4.4,50x17x8,0
283.7,4.1,17x33x18,0
107.7,3.9,32x27x17,0
239.3,4.5,22x13x21,0
68.6,2.4,17x14x12,0
122.5,4.1,28x17x8,0
316.4,4.5,18x28x27,1
247.2,4.9,18x16x21,1
163.0,3.5,39x17x21,0
157.0,2.1,36x11x18,0
163.3,3.1,18x10x30,0
346.3,4.8,18x35x27,0
117.3,4.0,19x19x12,0
220.3,3.6,49x30x25,0
232.5,5.1,30x13x13,0
200.0,3.5,42x40x15,0
256.4,5.5,25x16x10,0
232.6,5.1,37x18x30,0
180.0,4.3,18x30x20,0
111.4,2.8,28x33x17,0
128.2,3.1,34x13x16,1
111.0,2.7,47x28x26,0
61.8,3.1,24x21x22,0
180.8,3.3,37x10x14,0
136.1,4.2,21x24x16,0
230.9,3.8,43x27x16,0
344.8,5.4,27x10x10,0
239.1,4.3,24x39x28,0
269.0,3.8,36x39x14,0
235.3,3.7,33x10x15,0
191.9,3.0,16x31x18,0
195.9,3.8,31x36x10,0
129.4,2.9,40x10x25,0
128.3,4.1,49x28x23,0
249.6,4.4,40x15x16,0
273.8,4.9,47x32x18,0
60.7,2.6,46x15x29,0
223.3,3.5,42x14x29,0
329.8,5.5,42x34x18,0
264.8,3.2,36x37x22,0
199.1,3.9,38x12x14,0
127.1,2.8,38x16x17,0
198.4,2.8,26x19x18,0
343.4,5.9,50x33x25,0
290.0,3.5,42x29x15,0
257.2,3.6,32x24x22,0
348.2,6.4,18x30x12,0
174.1,4.2,24x28x24,1
216.8,4.2,24x18x15,0
120.6,2.4,26x22x17,0
93.8,1.6,41x30x22,0
294.4,3.6,38x29x26,0
173.8,3.1,18x17x13,0
55.4,2.3,21x27x10,0
212.8,4.6,19x15x28,0
246.6,4.0,40x30x10,0
171.9,4.4,40x25x13,0
135.8,4.1,33x12x10,0
349.9,5.6,22x18x26,0
76.7,1.7,21x23x8,0
281.2,3.5,17x29x20,0
348.8,5.8,28x35x13,0
120.2,2.8,34x34x17,0
113.0,3.4,38x32x14,0
192.5,3.8,18x17x29,0
58.2,1.2,45x15x20,0
203.2,5.0,46x11x24,0
339.3,6.1,47x39x18,0
211.9,3.5,30x36x21,0
88.8,2.2,15x10x11,0
263.4,4.9,43x26x10,0
229.1,3.3,18x33x12,0
123.5,3.3,15x33x17,0
219.2,4.2,20x30x11,0
77.8,3.0,17x27x14,0
309.9,3.7,43x21x9,0
229.2,4.7,19x29x27,0
93.3,2.2,47x39x10,0
206.2,3.8,43x29x15,1
163.6,4.1,42x27x18,0
263.6,3.5,30x35x29,0
284.5,4.9,19x11x10,0
163.0,4.5,17x26x18,0
153.5,4.5,28x21x15,0
223.5,4.0,23x32x15,0
212.4,3.0,41x35x18,0
88.9,3.1,34x28x12,0
236.7,4.7,38x26x11,0
155.2,3.4,20x14x30,0
241.7,5.1,20x25x18,0
143.1,1.9,48x24x25,0
252.4,4.7,26x15x23,1
114.5,2.2,27x40x16,0
275.1,5.5,33x13x15,0
242.2,4.4,22x13x8,0
251.4,3.1,34x15x25,0
210.3,2.8,35x11x12,0
240.9,4.4,19x33x15,0
225.2,4.6,31x16x16,0
128.7,3.5,39x14x12,0
69.7,2.2,36x30x11,0
306.4,4.0,33x18x17,0
53.5,2.6,24x31x19,0
312.6,5.7,40x11x16,0
174.7,4.3,34x16x20,0
322.9,3.7,38x37x24,0
80.1,3.4,45x24x28,0
78.7,2.1,48x14x30,0
79.6,2.1,34x16x27,0
286.1,5.4,16x40x16,0
281.9,5.3,50x11x20,0
333.0,4.8,27x28x15,0
285.8,4.7,22x10x16,1
61.4,2.6,21x25x12,0
322.1,3.9,18x14x21,0
79.0,1.8,48x25x21,0
223.4,3.4,23x29x13,0
314.3,6.0,18x34x14,0
185.4,4.3,49x26x14,0
329.8,5.9,39x22x18,0
51.8,3.0,18x31x30,0
94.8,1.8,38x12x20,0
112.4,2.5,29x12x13,0
331.5,5.2,30x17x23,0
315.8,4.8,34x32x24,0
254.0,4.2,18x31x18,0
271.4,4.2,48x17x25,0
50.8,2.3,29x35x10,0
101.2,1.7,49x24x13,0
150.6,2.1,34x40x23,0
263.6,3.6,21x38x22,0
302.2,3.7,42x11x11,0
315.7,5.0,26x11x17,0
309.1,3.8,40x34x21,0
204.3,2.7,27x13x15,0
119.3,4.2,29x25x21,0
316.1,4.0,40x25x12,0
341.0,6.3,27x28x14,0
122.8,2.6,46x22x28,0
306.9,5.1,43x22x20,0
280.6,5.3,40x28x20,0
337.1,4.6,22x40x17,0
193.0,3.4,47x39x8,0
240.7,5.3,39x39x13,0
152.4,3.4,47x20x17,0
167.5,3.9,34x15x16,0
97.1,1.6,33x30x25,0
208.3,3.2,50x12x27,0
160.7,4.3,47x17x20,0
294.8,5.7,45x17x26,0
93.9,3.2,41x40x14,0
210.2,3.4,38x22x17,0
310.7,5.6,33x10x12,0
108.2,3.1,29x11x10,0
134.0,2.5,31x10x16,0
303.1,5.6,23x32x14,0
175.2,3.0,49x26x29,0
315.3,3.9,15x35x14,0
182.7,2.8,28x26x14,0
53.1,2.9,15x38x9,0
344.9,6.2,29x23x17,0
62.9,3.3,19x35x8,0
207.1,2.8,38x39x13,0
271.8,5.4,26x40x23,0
141.4,2.7,39x12x22,0
195.1,2.8,24x14x13,0
130.0,1.9,41x21x26,0
193.0,4.3,17x23x14,0
88.4,2.6,21x38x11,0
143.9,3.2,33x14x16,0
273.5,5.0,20x25x8,0
89.6,2.2,38x11x18,0
58.9,2.0,44x38x26,0
54.1,2.6,47x15x19,0
118.2,3.3,37x31x16,0
61.8,3.3,47x13x21,0
317.9,6.2,23x39x9,0
146.4,2.7,15x32x12,0
297.0,5.1,46x22x26,0
186.9,3.8,44x28x28,0
128.2,2.9,28x15x22,0
93.3,3.8,16x24x30,0
236.3,3.6,43x26x9,0
211.0,4.5,41x24x25,0
285.4,5.6,47x23x13,0
79.6,3.0,21x15x8,0
338.0,5.3,35x20x17,0
252.0,5.5,40x19x13,0
138.6,2.8,35x21x20,0
326.7,4.1,17x27x30,0
210.2,4.2,44x36x27,0
318.9,4.8,26x33x8,0
185.1,4.0,19x35x17,0
110.0,2.6,29x23x16,0
299.1,5.1,46x15x10,0
349.0,6.1,34x39x16,0
262.0,3.2,26x30x8,0
66.5,2.4,21x40x26,0
285.9,5.4,24x12x20,0
129.5,3.2,41x35x14,0
124.1,2.4,31x23x23,0
260.9,3.8,48x34x18,0
75.3,2.6,30x31x26,0
296.6,3.9,49x28x28,0
297.1,5.3,18x13x22,0
280.8,4.8,42x25x15,0
336.1,4.0,17x19x16,0
133.1,3.3,24x13x9,0
71.0,1.7,47x37x15,0
239.5,5.2,18x24x12,0
202.4,4.3,23x26x24,1
332.2,4.7,30x17x16,0
282.8,4.8,26x39x19,0
78.3,2.4,26x31x27,0
343.3,4.4,19x24x16,0
204.8,4.8,26x33x15,0
220.7,3.5,38x29x26,0
84.5,1.4,23x32x18,0
162.9,2.9,31x32x22,0
120.1,3.8,28x10x10,0
320.6,6.1,45x21x18,0
222.7,3.3,16x31x26,0
307.9,5.0,17x22x10,0
288.7,5.3,23x14x11,0
135.0,3.6,26x10x27,0
115.7,3.8,17x26x29,0
321.9,4.0,44x38x19,0
194.9,2.9,49x25x17,0
213.1,4.2,32x25x14,0
233.6,3.2,50x21x12,0
336.1,5.4,17x27x27,0
302.6,5.8,21x29x27,0
174.5,4.7,27x30x10,0
256.9,4.9,32x11x22,0
236.7,4.8,36x22x21,0
269.7,5.2,31x24x16,0
274.9,3.6,26x28x23,0
92.5,2.5,15x20x20,0
194.1,4.8,26x19x30,0
210.0,4.3,40x15x12,0
129.1,3.5,23x25x28,0
271.0,3.7,25x12x23,0
205.1,5.0,50x28x18,0
210.3,5.0,18x35x8,0
177.8,3.8,19x28x15,0
210.5,4.8,40x15x10,0
106.9,2.8,27x10x29,0
333.1,6.2,18x37x19,0
142.7,3.9,37x29x11,0
74.7,2.9,16x15x30,0
326.7,6.2,46x27x22,0
86.7,1.6,42x27x28,0
252.5,3.3,36x27x23,0
136.4,3.6,44x40x23,0
117.0,1.8,50x37x21,0
167.7,3.5,48x17x21,0
104.9,4.0,23x21x21,0
134.0,2.3,20x28x10,0
191.0,2.9,22x11x21,0
158.6,4.1,20x22x8,0
332.0,5.5,27x33x17,0
218.2,2.9,34x13x24,0
81.6,2.0,27x29x17,0
187.0,3.7,46x14x26,0
194.0,4.3,25x14x8,0
342.9,6.0,22x34x20,0
125.6,4.1,17x13x12,0
302.0,5.1,45x10x16,0
155.4,4.0,26x15x30,0
87.0,1.6,27x14x24,0
262.3,4.0,45x34x10,0
182.6,3.5,49x10x20,0
100.9,2.2,41x34x18,0
146.5,2.7,50x11x16,0
282.1,4.1,40x29x19,0
242.9,4.0,23x13x19,0
129.7,2.7,40x30x22,0
221.3,4.3,31x40x17,0
135.0,3.1,34x20x26,0
312.4,5.1,39x22x13,0
327.8,5.2,16x21x18,0
310.0,3.8,20x39x14,0
214.2,5.1,45x26x13,0
234.1,3.8,17x32x23,0
190.3,3.1,49x22x15,0
334.3,6.0,32x32x20,0
337.7,5.8,34x14x18,0
201.3,4.7,49x21x23,0
187.7,3.8,39x20x24,0
119.8,4.1,29x34x10,0
325.6,4.4,26x15x23,0
56.1,1.4,29x16x8,0
115.5,4.0,45x24x11,0
280.7,5.3,29x15x10,0
319.8,5.1,40x22x10,0
186.2,3.1,34x11x8,0
191.4,4.5,37x15x18,0
141.1,2.5,29x35x17,0
98.3,2.3,42x34x29,0
290.7,4.3,34x28x19,0
61.8,1.8,41x32x15,0
69.9,1.6,27x34x25,0
244.8,3.3,42x27x27,0
103.0,3.0,45x32x30,0
131.0,4.1,36x18x26,0
157.3,3.8,50x24x22,0
313.9,6.0,32x21x9,0
164.5,2.7,32x38x18,0
76.8,1.5,45x21x28,0
349.4,6.3,34x12x10,1
82.3,1.5,39x12x22,0
347.1,5.1,23x40x18,0
132.1,3.3,50x14x20,0
273.8,4.5,47x14x8,0
55.1,2.6,27x38x23,0
307.7,5.0,35x19x17,0
308.3,4.7,50x28x28,0
181.1,3.7,31x34x16,0
127.7,3.5,39x37x14,0
172.1,4.4,25x11x16,1
185.4,3.2,35x14x10,0
151.6,2.1,39x32x21,0
191.1,4.7,43x39x25,0
53.7,1.1,24x40x25,0
86.7,3.0,39x39x12,0
302.5,3.9,29x21x25,0
139.0,2.2,29x40x15,0
141.1,4.3,47x11x9,0
110.1,3.1,23x17x12,0
138.3,2.1,34x25x23,0
298.1,4.4,15x23x14,0
74.8,3.5,41x15x29,0
60.7,1.7,38x32x10,0
331.0,4.0,26x30x29,0
255.7,4.0,40x31x14,0
128.6,2.1,50x32x11,0
267.4,4.4,15x26x11,0
163.8,4.5,15x10x29,0
99.2,2.8,17x30x17,0
109.4,2.5,45x17x9,0
265.0,5.6,44x18x23,0
56.9,3.1,48x19x16,0
169.0,3.6,33x14x21,0
68.3,2.1,18x33x13,0
319.5,6.1,20x31x12,0
116.7,3.1,28x35x28,1
338.2,5.4,16x36x17,0
271.1,5.2,29x39x29,0
194.5,4.8,42x24x27,0
289.6,4.6,28x30x22,0
317.2,5.3,27x25x13,0
243.5,3.5,32x38x19,0
233.4,3.0,26x40x15,0
183.2,3.6,36x35x26,0
169.5,4.6,50x29x17,0
219.7,3.7,21x14x8,0
228.3,3.7,26x18x25,0
157.9,3.4,41x11x15,0
56.2,2.4,33x14x16,0
137.9,3.9,34x34x24,0
311.8,5.7,16x14x16,0
196.5,4.5,44x25x27,0
197.7,3.6,38x27x10,0
181.6,3.8,23x29x13,0
331.2,5.0,43x22x14,0
115.1,2.3,18x23x29,0
143.7,3.0,41x10x14,0
173.4,4.2,46x35x13,0
100.5,2.1,37x16x12,0
153.2,2.5,31x23x23,0
146.4,2.2,29x33x12,0
176.4,3.5,40x26x11,0
78.0,3.4,21x18x28,0
206.9,3.4,21x39x29,0
215.8,3.5,19x30x27,0
79.3,3.0,17x11x28,0
209.9,3.5,45x28x22,0
243.8,4.7,40x34x27,0
144.4,3.0,31x29x21,0
230.9,3.2,49x36x22,0
291.9,4.5,37x35x27,0
88.8,2.1,15x28x10,0
86.2,3.6,26x19x8,0
174.8,3.0,35x21x9,0
69.3,1.9,33x28x14,0
156.6,4.5,22x34x8,0
333.2,4.4,18x10x21,0
56.4,2.9,25x36x8,0
309.2,5.3,41x33x12,0
111.1,3.5,22x16x15,0
64.7,1.9,26x37x23,0
311.5,5.0,15x37x23,0
58.9,1.9,35x19x30,0
262.0,4.3,44x29x17,0
278.2,4.4,34x27x18,0
82.5,2.6,44x30x24,0
228.9,2.9,20x39x25,0
56.8,1.1,17x37x11,0
321.8,4.7,26x23x28,0
170.5,3.4,50x17x12,0
110.4,2.9,21x30x13,1
149.9,4.3,15x37x11,0
158.3,4.6,21x21x30,0
210.7,3.8,45x28x13,0
322.4,5.5,44x34x9,0
339.5,5.6,35x28x30,0
236.1,3.7,17x36x24,0
85.8,3.3,24x15x18,0
110.4,3.1,22x40x12,0
82.3,3.1,49x24x8,0
57.8,1.4,32x19x10,0
61.1,3.1,24x37x12,0
276.7,4.7,46x34x20,0
347.5,4.7,49x25x17,0
281.7,3.5,31x11x27,0
200.7,2.8,20x11x14,0
222.5,4.4,42x31x14,0
187.5,2.4,18x39x24,0
294.7,5.3,40x36x22,0
57.2,3.5,46x12x9,0
166.4,3.2,41x20x24,0
182.8,3.7,40x29x27,0
222.0,3.9,21x18x16,0
143.3,2.7,39x12x16,0
227.1,2.9,42x17x24,0
92.5,1.5,42x33x12,0
134.3,2.8,43x26x17,0
146.8,2.9,25x18x18,1
150.5,3.1,40x39x23,0
226.4,4.0,42x24x24,0
321.8,3.7,50x24x28,0
217.0,3.9,17x27x8,0
320.0,4.9,16x40x16,0
331.7,3.9,46x16x14,0
252.6,4.9,36x17x18,0
286.1,4.3,16x10x27,0
73.1,2.8,33x25x24,0
243.4,3.3,44x22x21,0
113.9,2.2,17x27x24,0
130.4,3.4,29x27x17,0
182.1,3.2,41x29x9,0
295.3,3.7,24x27x14,0
234.4,4.1,19x17x29,0
323.8,3.8,32x11x26,0
50.6,1.3,20x23x9,0
281.7,3.5,17x34x19,0
236.6,3.3,31x36x24,0
231.3,3.6,20x13x16,0
328.1,5.9,43x32x24,0
66.0,1.5,30x36x27,0
331.4,5.4,23x19x30,0
131.3,2.7,26x11x20,0
72.1,3.3,23x34x16,0
338.4,5.6,40x39x11,0
317.2,6.0,29x35x20,0
224.0,3.8,48x27x12,0
229.6,5.3,19x34x19,0
293.4,5.9,16x36x14,0
221.1,5.2,38x24x14,0
53.0,1.6,44x18x12,0
231.0,4.0,19x10x25,0
132.9,2.3,26x15x20,0
99.6,3.9,21x11x29,0
155.6,2.6,40x10x29,0
151.0,2.9,32x40x15,0
141.9,2.0,17x19x19,0
188.1,3.5,39x17x18,0
237.4,4.6,38x29x10,0
234.0,3.6,45x25x13,0
306.9,4.4,33x24x13,1
267.0,4.6,45x38x19,0
85.0,2.1,31x24x23,0
150.0,3.2,29x20x9,1
329.5,4.5,47x39x15,0
198.4,3.3,17x15x22,0
252.0,3.2,29x23x29,0
161.0,2.8,16x25x15,1
126.5,2.1,25x20x12,0
181.6,4.0,20x21x22,0
319.0,5.1,43x35x15,0
271.9,3.5,37x36x26,0
287.1,5.0,39x13x11,0
118.9,2.3,49x26x8,0
146.6,3.1,42x26x27,0
265.7,5.4,44x15x18,0
198.6,3.1,45x25x29,0
268.7,5.2,19x16x10,0
268.8,4.0,38x36x10,0
88.7,2.3,33x18x13,0
120.5,2.3,17x35x8,0
115.2,2.6,46x40x15,0
102.1,2.7,34x23x25,0
136.0,4.3,47x21x12,0
173.6,3.6,26x31x28,0
138.0,4.3,18x26x12,0
65.3,1.6,27x24x21,0
171.8,4.2,41x26x14,0
318.5,6.0,28x39x24,0
234.3,3.8,28x15x17,0
240.6,5.0,49x36x10,0
348.4,6.3,31x10x30,0
203.8,4.7,30x13x8,0
169.7,3.8,21x18x11,0
309.9,6.0,39x24x12,1
239.2,3.5,40x22x14,0
82.6,1.6,49x40x23,0
150.6,3.6,46x28x20,0
157.1,4.2,38x19x28,0
113.7,4.1,40x24x28,0
169.5,3.3,15x39x28,0
300.1,4.4,41x25x29,0
204.0,4.5,23x28x10,0
280.2,4.5,49x11x16,0
147.3,4.3,37x19x13,0
218.6,3.2,27x34x10,0
201.5,2.8,15x25x20,0
231.2,4.8,35x35x19,0
98.7,3.0,27x32x25,0
263.9,3.2,37x16x23,0
181.6,3.1,22x16x14,0
143.1,4.0,50x24x11,0
146.6,2.8,32x33x9,0
170.7,2.6,19x30x22,0
182.4,4.3,49x37x19,0
139.7,2.9,24x18x13,0
106.9,3.1,49x30x23,0
247.0,4.5,21x37x23,0
105.8,3.3,21x32x10,0
125.0,4.1,15x25x30,0
53.4,1.8,27x32x29,0
84.3,2.5,29x32x21,0
202.5,2.8,30x28x11,0
177.2,3.8,48x34x9,0
162.6,2.5,45x25x10,0
274.4,4.1,36x16x17,1
233.2,3.5,16x36x26,0
178.2,3.4,43x19x25,0
284.8,4.3,28x17x18,0
231.7,4.1,49x23x12,0
256.6,4.3,41x20x8,0
344.1,5.5,50x31x28,0
236.6,3.4,34x17x9,0
311.3,5.1,49x38x24,0
198.6,4.1,17x38x16,0
167.0,3.0,47x23x16,0
100.6,2.8,45x30x10,0
325.8,4.8,16x34x24,0
269.4,3.2,46x16x18,0
296.5,4.2,47x25x16,0
238.8,3.2,45x25x14,0
314.7,5.3,15x13x22,0
319.4,5.3,25x36x13,0
178.6,3.5,34x23x8,1
322.5,5.7,30x32x9,0
286.5,4.7,48x13x27,0
62.1,3.0,48x16x18,0
231.0,5.0,45x32x19,0
295.5,5.7,16x25x29,0
266.6,3.8,33x25x20,0
112.4,2.8,26x29x12,1
207.9,3.5,19x21x23,0
56.9,2.1,46x16x26,1
336.0,4.1,46x21x21,0
203.5,5.0,41x31x27,1
112.5,3.2,49x34x16,0
71.3,2.0,34x33x26,0
132.8,4.3,21x17x26,1
117.3,3.1,27x40x25,0
93.8,1.8,21x25x28,0
78.4,2.3,46x35x29,0
149.7,2.1,28x25x21,0
152.6,4.4,47x29x20,0
245.6,3.9,37x34x15,0
68.8,2.6,49x19x14,0
298.5,3.6,42x20x24,0
284.3,4.1,37x15x18,0
182.3,2.7,33x24x18,0
269.0,3.9,50x37x24,0
230.0,3.2,33x24x23,0
272.1,5.3,44x40x8,0
148.3,2.1,39x37x11,0
167.0,2.4,40x29x30,0
314.2,4.8,21x10x25,0
137.8,4.2,33x17x9,0
187.1,2.7,15x33x22,0
104.8,2.6,17x10x10,0
319.2,5.9,35x40x23,0
176.3,3.2,27x37x22,0
277.8,4.5,37x35x29,0
289.3,4.0,32x24x26,0
214.3,4.3,26x23x30,0
318.1,5.9,30x18x25,0
342.2,5.4,32x22x25,0
268.3,3.2,20x26x23,0
229.3,4.6,25x28x8,0
219.7,4.7,24x15x23,0
209.3,3.5,29x30x21,0
199.3,4.7,27x25x26,0
133.5,3.7,26x16x13,0
182.3,4.3,42x32x19,0
308.1,5.5,25x12x8,0
107.7,2.5,18x12x21,1
118.6,2.5,20x31x30,0
86.0,2.4,22x39x25,0
232.8,3.6,48x24x27,0
166.5,2.9,48x13x13,0
51.6,2.5,23x34x19,0
168.3,2.9,47x36x12,0
188.9,2.6,45x35x15,0
283.4,3.7,43x26x17,0
103.6,1.8,35x32x24,0
162.3,2.7,50x11x21,0
146.6,3.8,18x21x24,0
91.3,1.7,45x16x14,0
341.4,4.0,45x39x29,0
238.6,3.3,31x32x27,0
92.3,1.8,29x15x26,0
285.3,5.7,21x22x19,0
258.6,3.6,23x16x19,0
275.2,4.1,47x29x30,0
128.3,2.8,41x32x22,0
226.5,4.6,44x16x30,0
311.6,5.8,50x40x8,0
104.8,2.3,46x24x22,0
280.6,5.1,49x22x15,0
270.9,5.6,27x26x10,0
304.0,3.6,15x35x29,0
167.6,4.5,44x10x28,0
136.2,2.4,35x37x9,0
332.6,4.5,43x11x29,0
173.8,3.3,35x36x22,0
213.8,5.0,43x17x22,0
