ShipmentID,OrderID,CustomerID,Origin,Destination,Carrier,RouteID,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,ShipmentType,Weight,Volume,Dimensions,DelayFlag,DisruptionReason,Weather,Traffic,PublicEvent,VehicleID,EngineHours,Mileage,FuelConsumption,GPS,Temperature,Vibration,MaintenanceDate,MaintenanceType,BreakdownFlag,PackageImage,ImageLabel,IncidentFlag,AnomalyFlag
2070,6070,C487,Detroit,San Francisco,FedEx,R12,2025-05-03,2025-05-03,2025-05-06,2025-05-08,Delivered,Fragile,75.5,1.7,23x23x20,0,,Sunny,Low,Strike,V018,7039,59750,8.5,"17.8214,-165.26;-88.8704,59.5972",20,0.05,2025-04-26,Inspection,0,package_2070_before.jpg,OK,0,0
2071,6071,C915,Houston,Las Vegas,UPS,R3,2025-05-13,2025-05-13,2025-05-19,2025-05-19,Delivered,Fragile,315.4,5.1,43x34x28,0,,Storm,Low,Holiday,V029,6833,20983,7.1,"-16.0366,-30.2031;17.5199,6.3527",21,0.06,2025-04-20,Brake Check,0,package_2071_before.jpg,OK,0,0
2072,6072,C335,Chicago,Denver,UPS,R17,2025-05-31,2025-05-31,2025-06-06,2025-06-08,Delivered,Express,279.9,3.3,31x17x12,0,,Rain,Severe,None,V009,5231,91552,5.7,"-83.0965,-86.3563;-58.2549,-123.1119",30,0.05,2025-05-09,Oil Change,0,package_2072_before.jpg,OK,0,0
2073,6073,C715,New York,Houston,DHL,R4,2025-05-03,2025-05-03,2025-05-06,2025-05-06,Disrupted,Express,330.2,4.7,32x17x15,1,,Clear,High,Holiday,V002,5783,85011,9.0,"3.6095,112.7347;-31.0854,85.9358",20,0.1,2025-04-30,Inspection,0,package_2073_before.jpg,Damaged,0,0
2074,6074,C203,Atlanta,Los Angeles,UPS,R2,2025-05-30,2025-05-30,2025-05-31,2025-05-31,Delivered,Express,53.0,2.6,31x40x20,0,,Clear,Severe,Holiday,V025,2916,135677,10.7,"49.356,3.3318;-9.938,12.2444",16,0.09,2025-05-29,Filter Change,0,package_2074_before.jpg,OK,0,0
2075,6075,C238,Detroit,Orlando,UPS,R1,2025-05-14,2025-05-14,2025-05-17,2025-05-17,Delivered,Fragile,238.4,3.6,22x32x28,0,,Storm,High,Holiday,V002,4731,110497,7.2,"57.1695,141.6644;-46.8937,-3.6594",26,0.01,2025-04-29,Filter Change,0,package_2075_before.jpg,Damaged,0,0
2076,6076,C263,Chicago,Los Angeles,DHL,R15,2025-05-20,2025-05-21,2025-05-21,2025-05-21,Delivered,Express,274.3,5.6,35x35x11,0,,Cloudy,Severe,Holiday,V022,6361,57910,7.8,"-82.0324,44.4254;-46.8883,-133.7305",28,0.05,2025-05-08,Battery Replacement,0,package_2076_before.jpg,OK,0,0
2077,6077,C528,Houston,San Francisco,UPS,R1,2025-05-07,2025-05-08,2025-05-14,2025-05-15,Delivered,Express,79.1,2.1,38x23x13,0,,Sunny,Severe,None,V028,5661,31041,8.3,"-26.7092,-137.7727;-48.7204,-35.1827",28,0.04,2025-04-16,Brake Check,0,package_2077_before.jpg,Damaged,0,0
2078,6078,C404,Miami,Los Angeles,DHL,R4,2025-05-03,2025-05-03,2025-05-04,2025-05-04,Delivered,Standard,346.2,6.0,26x37x25,0,,Rain,Low,None,V022,7714,87545,9.5,"15.822,4.5006;21.2244,157.0011",27,0.1,2025-04-15,Battery Replacement,0,package_2078_before.jpg,OK,0,0
2079,6079,C279,Philadelphia,Phoenix,FedEx,R20,2025-05-25,2025-05-25,2025-06-01,2025-06-01,Delivered,Standard,87.9,3.8,16x15x18,0,,Rain,High,Strike,V019,5663,96818,6.0,"-15.0528,50.9738;-50.7924,71.4892",20,0.05,2025-05-05,Brake Check,0,package_2079_before.jpg,OK,0,0
2080,6080,C195,Dallas,Denver,FedEx,R8,2025-05-17,2025-05-17,2025-05-23,2025-05-23,Delayed,Standard,221.1,3.9,36x30x11,1,,Cloudy,Moderate,Strike,V017,5055,49682,11.7,"51.6087,51.3958;-28.7963,-95.503",27,0.09,2025-05-11,Oil Change,0,package_2080_before.jpg,Damaged,0,0
2081,6081,C162,Dallas,Orlando,DHL,R4,2025-05-15,2025-05-15,2025-05-18,2025-05-20,Delivered,Standard,164.7,3.0,35x27x12,0,,Storm,High,Holiday,V028,5576,84617,5.2,"-25.2194,30.528;71.045,121.3017",29,0.02,2025-04-27,Inspection,0,package_2081_before.jpg,OK,0,0
2082,6082,C138,San Diego,Phoenix,DHL,R18,2025-05-12,2025-05-13,2025-05-16,2025-05-16,Delivered,Express,181.3,4.1,35x38x30,0,,Sunny,Severe,None,V003,2536,34872,11.5,"-19.6671,134.5327;-45.327,-158.1964",23,0.06,2025-05-06,Battery Replacement,0,package_2082_before.jpg,Damaged,0,0
2083,6083,C905,Chicago,Phoenix,DHL,R20,2025-05-05,2025-05-05,2025-05-06,2025-05-06,Delivered,Fragile,283.6,4.4,43x19x27,0,,Sunny,Low,Holiday,V024,2064,28107,8.6,"-48.8706,-28.8673;-89.4453,17.4328",24,0.09,2025-05-03,Brake Check,0,package_2083_before.jpg,Damaged,1,0
2084,6084,C689,Philadelphia,Phoenix,DHL,R7,2025-05-09,2025-05-09,2025-05-13,2025-05-14,Delivered,Fragile,97.8,3.3,29x33x11,0,,Clear,Moderate,Strike,V008,6970,41932,5.2,"-45.9424,143.1616;34.407,61.6341",21,0.08,2025-04-13,Oil Change,1,package_2084_before.jpg,Damaged,0,0
2085,6085,C428,Houston,Denver,UPS,R12,2025-05-31,2025-06-01,2025-06-07,2025-06-07,Delivered,Fragile,338.1,4.8,29x14x20,0,,Sunny,Moderate,Strike,V017,4633,56677,8.5,"-71.854,131.8503;-71.2119,-123.5692",22,0.02,2025-05-05,Filter Change,0,package_2085_before.jpg,Damaged,0,0
2086,6086,C841,Miami,Seattle,UPS,R13,2025-05-09,2025-05-09,2025-05-12,2025-05-13,Delivered,Fragile,333.2,5.8,49x23x30,0,,Sunny,Low,Strike,V030,7800,122472,5.9,"28.0261,39.104;14.4551,-63.3194",25,0.03,2025-04-24,Inspection,0,package_2086_before.jpg,Damaged,0,0
2087,6087,C942,Dallas,Los Angeles,FedEx,R19,2025-05-23,2025-05-23,2025-05-27,2025-05-29,Delivered,Standard,212.7,2.7,20x38x8,0,,Sunny,Severe,Strike,V007,1778,130554,10.8,"-55.7682,171.4961;62.389,-21.7751",17,0.02,2025-05-22,Brake Check,0,package_2087_before.jpg,Damaged,0,0
2088,6088,C604,San Diego,San Francisco,FedEx,R4,2025-05-04,2025-05-05,2025-05-11,2025-05-13,Delivered,Express,336.5,5.4,21x24x18,0,,Storm,Moderate,None,V013,3167,114063,9.5,"-31.9245,-92.2146;34.5482,-42.4507",25,0.08,2025-04-16,Oil Change,0,package_2088_before.jpg,OK,0,0
2089,6089,C546,New York,Los Angeles,UPS,R17,2025-05-16,2025-05-16,2025-05-20,2025-05-20,Delivered,Standard,130.1,3.6,36x22x29,0,,Storm,Low,None,V030,4895,100501,12.0,"-4.4005,-33.3568;-68.9966,152.6006",24,0.04,2025-04-25,Inspection,0,package_2089_before.jpg,Damaged,0,0
2090,6090,C122,Atlanta,Las Vegas,FedEx,R19,2025-05-06,2025-05-06,2025-05-11,2025-05-11,Delivered,Express,347.4,5.2,28x18x22,0,,Sunny,Low,Strike,V011,5383,147720,11.0,"-16.837,38.6079;-48.5437,78.4053",22,0.07,2025-05-03,Oil Change,0,package_2090_before.jpg,Damaged,0,0
2091,6091,C266,San Diego,San Francisco,DHL,R13,2025-05-26,2025-05-27,2025-06-02,2025-06-02,Delivered,Fragile,346.3,4.0,47x16x18,0,,Cloudy,Low,None,V018,4693,131710,11.0,"-5.3289,143.126;-20.6063,-149.4569",29,0.06,2025-05-15,Filter Change,0,package_2091_before.jpg,Damaged,0,1
2092,6092,C997,Dallas,Houston,UPS,R15,2025-05-25,2025-05-25,2025-05-30,2025-05-30,Delivered,Fragile,251.7,4.2,40x18x20,0,,Sunny,High,Strike,V009,4987,20725,7.1,"-51.9382,139.064;6.2518,85.9852",21,0.07,2025-05-24,Brake Check,0,package_2092_before.jpg,OK,0,0
2093,6093,C146,Philadelphia,Las Vegas,DHL,R8,2025-05-13,2025-05-13,2025-05-20,2025-05-20,Delivered,Fragile,136.3,2.1,34x31x29,0,,Sunny,Severe,None,V017,7519,142649,7.7,"-20.4507,5.3483;-86.339,-173.1196",24,0.1,2025-04-16,Filter Change,0,package_2093_before.jpg,OK,0,0
2094,6094,C132,Miami,Las Vegas,UPS,R2,2025-05-13,2025-05-14,2025-05-17,2025-05-17,Disrupted,Express,96.3,2.9,27x12x24,1,Traffic Jam,Storm,Severe,None,V008,4260,86741,9.0,"84.1826,-105.7561;-87.1502,-17.0456",27,0.07,2025-04-27,Battery Replacement,0,package_2094_before.jpg,Damaged,0,0
2095,6095,C867,Houston,Seattle,FedEx,R4,2025-05-12,2025-05-13,2025-05-13,2025-05-14,Delayed,Fragile,97.6,2.9,28x31x16,1,,Cloudy,Low,None,V004,1720,30655,9.3,"5.5131,-47.8676;-37.7028,-10.3279",20,0.04,2025-04-25,Filter Change,0,package_2095_before.jpg,OK,0,0
2096,6096,C407,Atlanta,Houston,FedEx,R14,2025-05-20,2025-05-21,2025-05-25,2025-05-25,Delayed,Express,184.0,4.5,48x16x10,1,,Sunny,Moderate,None,V028,5221,79720,10.1,"29.0608,149.9748;-85.827,101.972",21,0.03,2025-05-09,Battery Replacement,0,package_2096_before.jpg,Damaged,0,0
2097,6097,C859,Dallas,Denver,DHL,R14,2025-05-02,2025-05-02,2025-05-05,2025-05-05,Delivered,Standard,214.9,3.5,47x20x23,0,,Storm,Severe,None,V026,2610,49924,6.5,"83.1401,-69.3392;5.8271,-44.5199",26,0.04,2025-04-07,Battery Replacement,0,package_2097_before.jpg,Damaged,0,0
2098,6098,C801,Philadelphia,Los Angeles,UPS,R10,2025-05-08,2025-05-08,2025-05-10,2025-05-10,Delivered,Standard,93.3,2.4,20x33x29,0,,Clear,High,Strike,V010,6932,96783,8.8,"65.467,165.0522;-20.1275,-96.4557",26,0.01,2025-04-21,Brake Check,0,package_2098_before.jpg,OK,0,0
2099,6099,C246,Boston,Austin,FedEx,R14,2025-05-15,2025-05-15,2025-05-16,2025-05-16,Disrupted,Standard,328.5,4.4,41x13x19,1,Vehicle Breakdown,Storm,Moderate,None,V016,5425,144925,7.3,"-35.8988,22.5282;-60.0948,146.6231",22,0.09,2025-05-04,Brake Check,0,package_2099_before.jpg,Damaged,0,0
2100,6100,C443,New York,San Francisco,UPS,R5,2025-05-04,2025-05-04,2025-05-11,2025-05-13,Delivered,Fragile,239.4,2.9,18x17x19,0,,Storm,Severe,Strike,V010,2259,51033,9.9,"-58.294,-65.708;66.3516,161.5468",16,0.05,2025-04-10,Brake Check,0,package_2100_before.jpg,Damaged,0,0
2101,6101,C924,San Diego,Los Angeles,FedEx,R17,2025-05-23,2025-05-23,2025-05-26,2025-05-26,Delayed,Fragile,221.8,4.9,32x13x20,1,,Storm,High,None,V017,2451,47226,12.0,"30.1888,64.0687;76.3878,107.7035",25,0.02,2025-05-19,Oil Change,0,package_2101_before.jpg,Damaged,0,0
2102,6102,C988,Philadelphia,Houston,UPS,R19,2025-05-01,2025-05-01,2025-05-04,2025-05-04,Delayed,Standard,180.1,3.1,27x12x18,1,,Clear,Moderate,Holiday,V028,4658,140351,11.2,"-2.5554,95.3204;36.2137,-153.1223",29,0.08,2025-04-21,Oil Change,0,package_2102_before.jpg,OK,0,0
2103,6103,C352,Miami,Phoenix,DHL,R5,2025-05-30,2025-05-30,2025-06-03,2025-06-03,Delivered,Fragile,242.2,4.1,46x30x19,0,,Sunny,Moderate,Strike,V009,4437,123233,4.6,"16.4905,-61.7059;55.8134,169.525",16,0.03,2025-05-07,Battery Replacement,0,package_2103_before.jpg,OK,0,0
2104,6104,C312,Chicago,Orlando,DHL,R5,2025-05-07,2025-05-07,2025-05-13,2025-05-14,Delivered,Standard,282.8,4.9,40x22x27,0,,Rain,Severe,Strike,V013,5377,35504,8.9,"35.387,-138.8301;-2.1247,70.5486",22,0.06,2025-04-21,Inspection,0,package_2104_before.jpg,Damaged,1,0
2105,6105,C524,Philadelphia,Phoenix,UPS,R13,2025-05-26,2025-05-26,2025-05-29,2025-05-29,Disrupted,Fragile,342.5,5.9,35x16x11,1,Vehicle Breakdown,Sunny,Low,Holiday,V001,5791,107003,11.9,"-43.3655,177.274;42.8063,46.2498",29,0.08,2025-05-15,Brake Check,0,package_2105_before.jpg,Damaged,0,1
2106,6106,C476,Philadelphia,Seattle,UPS,R4,2025-05-16,2025-05-16,2025-05-21,2025-05-21,Delivered,Standard,303.2,4.8,41x25x29,0,,Sunny,High,Strike,V001,6480,99856,10.6,"20.081,-96.2035;-89.1551,-9.1341",16,0.03,2025-05-07,Brake Check,0,package_2106_before.jpg,OK,0,0
2107,6107,C329,Detroit,Denver,DHL,R5,2025-05-18,2025-05-18,2025-05-23,2025-05-23,Delivered,Standard,149.5,3.9,30x23x18,0,,Sunny,Severe,Strike,V008,6887,56360,5.3,"-59.4367,-83.1729;35.0311,-125.2681",17,0.06,2025-04-24,Battery Replacement,0,package_2107_before.jpg,OK,0,0
2108,6108,C443,Dallas,Las Vegas,DHL,R12,2025-05-22,2025-05-22,2025-05-28,2025-05-28,Delivered,Fragile,286.5,3.6,46x21x26,0,,Storm,Moderate,None,V017,4750,130226,10.2,"-79.7293,-157.4753;28.5278,-34.1463",23,0.09,2025-04-22,Filter Change,0,package_2108_before.jpg,OK,0,0
2109,6109,C564,Boston,Austin,UPS,R9,2025-05-04,2025-05-05,2025-05-11,2025-05-11,Delivered,Express,120.2,3.5,30x13x8,0,,Sunny,Low,None,V024,5417,126072,4.7,"81.6781,-22.9682;12.0441,-127.5027",25,0.09,2025-04-26,Inspection,0,package_2109_before.jpg,Damaged,0,1
2110,6110,C402,Houston,Orlando,UPS,R3,2025-05-16,2025-05-16,2025-05-22,2025-05-22,Delayed,Standard,68.7,1.3,34x30x10,1,,Rain,High,Holiday,V009,7902,78508,10.5,"-22.1239,6.005;64.8842,-57.8357",28,0.01,2025-04-24,Filter Change,0,package_2110_before.jpg,Damaged,0,0
2111,6111,C217,Chicago,Austin,FedEx,R19,2025-05-07,2025-05-07,2025-05-11,2025-05-11,Delivered,Standard,90.9,3.8,40x39x16,0,,Sunny,Severe,Strike,V018,7469,65007,10.5,"-46.4147,68.1297;33.2808,-56.1675",26,0.08,2025-04-09,Battery Replacement,0,package_2111_before.jpg,OK,0,0
2112,6112,C982,Detroit,Las Vegas,FedEx,R10,2025-05-09,2025-05-09,2025-05-13,2025-05-14,Delivered,Standard,153.7,2.8,31x15x24,0,,Clear,Moderate,None,V030,6553,136170,11.6,"-27.3255,-138.4513;82.0965,-153.4962",24,0.05,2025-04-24,Inspection,0,package_2112_before.jpg,OK,0,0
2113,6113,C168,Atlanta,Houston,FedEx,R15,2025-05-06,2025-05-06,2025-05-07,2025-05-07,Delivered,Fragile,119.4,3.9,28x20x21,0,,Storm,Low,Strike,V026,3676,53380,7.4,"6.1413,-35.633;-13.6546,45.5816",30,0.06,2025-04-29,Inspection,0,package_2113_before.jpg,Damaged,0,0
2114,6114,C883,Dallas,Seattle,DHL,R1,2025-05-12,2025-05-12,2025-05-19,2025-05-20,Delayed,Standard,178.7,3.5,25x23x20,1,,Rain,Severe,Holiday,V027,2556,72855,7.9,"17.2579,99.7701;32.2734,48.0274",30,0.06,2025-05-03,Brake Check,0,package_2114_before.jpg,OK,0,0
2115,6115,C532,Miami,San Francisco,UPS,R8,2025-05-18,2025-05-18,2025-05-19,2025-05-19,Delivered,Express,322.9,5.2,46x20x27,0,,Rain,High,Strike,V025,1758,57741,10.9,"88.8162,-165.6855;-51.3521,-132.3482",29,0.02,2025-05-05,Filter Change,0,package_2115_before.jpg,Damaged,0,0
2116,6116,C268,Chicago,Miami,UPS,R19,2025-05-11,2025-05-11,2025-05-18,2025-05-18,Delayed,Standard,95.4,3.2,17x32x10,1,,Sunny,High,Strike,V027,6977,138204,9.9,"51.3366,153.2588;-14.004,-94.2693",19,0.05,2025-05-10,Oil Change,0,package_2116_before.jpg,OK,0,0
2117,6117,C377,Boston,Miami,DHL,R18,2025-05-29,2025-05-29,2025-06-04,2025-06-04,Delayed,Fragile,230.7,4.7,23x33x29,1,,Clear,High,Strike,V028,3469,58942,8.6,"-51.5628,-1.4408;-77.6855,16.9299",28,0.04,2025-05-12,Oil Change,0,package_2117_before.jpg,Damaged,0,0
2118,6118,C601,Philadelphia,Austin,UPS,R18,2025-05-28,2025-05-28,2025-05-30,2025-05-30,Delayed,Express,233.9,4.8,15x25x16,1,,Cloudy,High,Strike,V016,1606,61272,5.2,"-21.6194,158.4204;-66.3092,26.3132",28,0.05,2025-04-29,Battery Replacement,0,package_2118_before.jpg,OK,0,0
2119,6119,C957,Chicago,Houston,UPS,R12,2025-05-30,2025-05-31,2025-06-02,2025-06-04,Disrupted,Express,71.6,2.0,40x25x11,1,Strike,Rain,Moderate,Holiday,V016,2712,31313,11.1,"13.4509,-159.6591;84.0212,93.0235",23,0.03,2025-05-06,Oil Change,0,package_2119_before.jpg,OK,0,0
2120,6120,C519,Miami,Las Vegas,UPS,R11,2025-05-06,2025-05-07,2025-05-09,2025-05-09,Delayed,Standard,341.0,4.5,29x16x28,1,,Clear,Severe,Strike,V012,5681,33156,8.3,"7.559,60.4288;4.9079,177.9897",28,0.03,2025-04-20,Oil Change,0,package_2120_before.jpg,Damaged,0,0
2121,6121,C835,Dallas,Las Vegas,UPS,R13,2025-05-21,2025-05-22,2025-05-26,2025-05-26,Disrupted,Standard,55.1,2.3,19x11x20,1,Traffic Jam,Rain,High,Strike,V029,3610,28747,8.9,"37.5525,-105.3061;-10.8684,-31.7346",24,0.08,2025-04-22,Oil Change,1,package_2121_before.jpg,Damaged,0,0
2122,6122,C315,Dallas,Los Angeles,DHL,R11,2025-05-11,2025-05-12,2025-05-12,2025-05-14,Delivered,Standard,171.6,4.6,41x38x12,0,,Rain,High,None,V020,2272,102476,5.6,"-80.926,-26.3535;6.3738,-139.5384",21,0.04,2025-04-19,Oil Change,0,package_2122_before.jpg,Damaged,0,0
2123,6123,C134,San Diego,Orlando,UPS,R17,2025-05-07,2025-05-07,2025-05-14,2025-05-14,Delivered,Express,165.2,2.2,49x35x22,0,,Storm,Severe,Strike,V021,4985,97255,11.9,"-25.3067,-65.3222;67.6789,-103.1745",21,0.09,2025-04-28,Oil Change,0,package_2123_before.jpg,OK,0,0
2124,6124,C696,New York,Orlando,DHL,R9,2025-05-01,2025-05-01,2025-05-03,2025-05-03,Delivered,Standard,113.5,1.9,17x17x14,0,,Cloudy,Moderate,Holiday,V005,1612,117201,6.5,"-80.411,55.655;83.0043,22.0519",29,0.09,2025-04-25,Battery Replacement,0,package_2124_before.jpg,OK,0,0
2125,6125,C607,Dallas,San Francisco,UPS,R16,2025-05-22,2025-05-22,2025-05-28,2025-05-28,Delivered,Standard,308.0,4.5,44x18x16,0,,Cloudy,Severe,Strike,V016,5751,35849,11.4,"4.9809,-2.5416;-20.7653,123.2563",18,0.03,2025-04-24,Filter Change,1,package_2125_before.jpg,Damaged,1,0
2126,6126,C152,Dallas,Miami,FedEx,R7,2025-05-28,2025-05-28,2025-05-31,2025-05-31,Delivered,Fragile,213.9,3.0,36x39x30,0,,Clear,Low,None,V002,3162,67495,8.6,"17.5388,-66.9507;-88.1646,-140.7278",27,0.08,2025-04-28,Battery Replacement,1,package_2126_before.jpg,OK,0,0
2127,6127,C755,Philadelphia,San Francisco,DHL,R15,2025-05-05,2025-05-05,2025-05-07,2025-05-07,Delayed,Standard,245.7,4.2,42x14x27,1,,Storm,Low,None,V014,5594,144657,7.3,"-57.0577,66.3326;-10.3277,-93.1194",28,0.02,2025-04-28,Filter Change,0,package_2127_before.jpg,Damaged,0,1
2128,6128,C612,Chicago,San Francisco,UPS,R9,2025-05-14,2025-05-15,2025-05-21,2025-05-21,Delayed,Fragile,64.2,2.8,24x28x19,1,,Rain,High,Strike,V007,6437,98702,8.7,"-59.2446,-100.0957;71.6126,-6.0189",28,0.09,2025-04-27,Brake Check,0,package_2128_before.jpg,OK,0,0
2129,6129,C858,New York,Miami,FedEx,R17,2025-05-08,2025-05-09,2025-05-13,2025-05-14,Delivered,Fragile,296.2,3.9,45x28x29,0,,Clear,Moderate,Strike,V024,5562,110232,8.5,"-17.7327,-174.403;82.5041,-7.3323",18,0.05,2025-04-23,Inspection,0,package_2129_before.jpg,OK,0,0
2130,6130,C988,Boston,San Francisco,UPS,R11,2025-05-26,2025-05-26,2025-05-27,2025-05-27,Delivered,Fragile,322.2,3.8,36x18x19,0,,Storm,Moderate,Holiday,V004,3856,50816,10.6,"17.2063,-61.1165;19.9975,-81.3172",15,0.05,2025-04-29,Filter Change,0,package_2130_before.jpg,OK,0,0
2131,6131,C860,Boston,Orlando,FedEx,R20,2025-05-02,2025-05-03,2025-05-04,2025-05-04,Delivered,Standard,277.1,5.7,16x25x25,0,,Rain,High,None,V009,4292,103078,8.0,"-29.7161,170.3838;85.387,95.5415",25,0.09,2025-04-11,Oil Change,0,package_2131_before.jpg,Damaged,0,0
2132,6132,C334,Houston,Houston,FedEx,R8,2025-05-24,2025-05-24,2025-05-29,2025-05-29,Delivered,Fragile,132.7,4.2,25x21x29,0,,Storm,Severe,Holiday,V019,4349,103486,4.9,"-54.78,-3.8783;25.6984,93.4768",29,0.06,2025-05-16,Brake Check,0,package_2132_before.jpg,Damaged,0,0
2133,6133,C148,San Diego,Phoenix,UPS,R1,2025-05-30,2025-05-30,2025-06-06,2025-06-06,Delivered,Express,237.9,4.2,26x25x22,0,,Storm,High,None,V027,7610,62934,6.6,"-82.2071,51.6598;26.8096,-130.4343",27,0.05,2025-05-01,Battery Replacement,0,package_2133_before.jpg,OK,0,0
2134,6134,C709,Atlanta,Denver,UPS,R5,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delivered,Express,238.3,5.3,22x23x15,0,,Storm,Moderate,None,V026,4848,97442,9.0,"-86.6978,-166.3351;7.4696,135.1766",27,0.05,2025-05-07,Oil Change,0,package_2134_before.jpg,OK,0,0
2135,6135,C487,Miami,Los Angeles,DHL,R9,2025-05-26,2025-05-26,2025-05-29,2025-05-31,Delivered,Fragile,268.1,4.6,48x14x18,0,,Rain,Severe,Holiday,V019,2821,29648,4.5,"-64.9321,-114.6066;52.815,137.7631",23,0.09,2025-05-15,Inspection,0,package_2135_before.jpg,Damaged,0,0
2136,6136,C196,Chicago,Phoenix,FedEx,R6,2025-05-27,2025-05-27,2025-06-01,2025-06-03,Delivered,Express,133.1,2.2,18x22x21,0,,Storm,Low,Strike,V009,3748,44424,5.8,"22.4179,-127.2688;-49.3293,-65.7902",16,0.05,2025-05-10,Brake Check,0,package_2136_before.jpg,OK,0,0
2137,6137,C738,Miami,Denver,DHL,R2,2025-05-05,2025-05-06,2025-05-10,2025-05-10,Delivered,Standard,219.2,3.2,44x23x14,0,,Cloudy,Low,Holiday,V027,7481,119182,5.6,"67.0382,-100.3456;-19.8197,17.0321",20,0.07,2025-04-23,Oil Change,0,package_2137_before.jpg,Damaged,0,0
2138,6138,C326,Atlanta,Phoenix,UPS,R10,2025-05-07,2025-05-07,2025-05-12,2025-05-13,Delivered,Fragile,106.8,3.0,17x12x11,0,,Cloudy,High,Holiday,V023,2293,43874,7.3,"10.1483,-38.3715;53.5654,29.1777",21,0.03,2025-04-24,Inspection,0,package_2138_before.jpg,Damaged,0,0
2139,6139,C876,Boston,San Francisco,FedEx,R3,2025-05-02,2025-05-03,2025-05-05,2025-05-06,Delivered,Express,63.6,1.1,37x16x11,0,,Clear,Moderate,Holiday,V019,7050,23880,11.4,"13.4326,10.6427;47.9446,114.5575",18,0.08,2025-04-15,Filter Change,0,package_2139_before.jpg,OK,0,0
2140,6140,C955,Boston,Phoenix,FedEx,R1,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Delivered,Fragile,233.3,4.3,38x33x13,0,,Rain,High,None,V021,7783,68322,5.2,"62.4823,-90.9329;30.9432,-87.0136",16,0.1,2025-05-24,Inspection,0,package_2140_before.jpg,OK,0,0
2141,6141,C362,Boston,Miami,UPS,R10,2025-05-01,2025-05-01,2025-05-08,2025-05-09,Delivered,Fragile,140.3,2.5,48x18x25,0,,Rain,Moderate,Strike,V002,3873,66119,7.9,"-3.035,-119.1788;-66.066,50.8567",26,0.04,2025-04-06,Filter Change,0,package_2141_before.jpg,OK,0,0
2142,6142,C618,Philadelphia,Las Vegas,UPS,R19,2025-05-06,2025-05-06,2025-05-08,2025-05-09,Delivered,Fragile,328.9,4.3,42x14x20,0,,Storm,Moderate,None,V018,2095,84205,9.2,"-37.2998,90.7862;-29.6075,38.4479",15,0.07,2025-04-09,Brake Check,0,package_2142_before.jpg,OK,0,0
2143,6143,C633,Miami,Los Angeles,DHL,R16,2025-05-03,2025-05-03,2025-05-10,2025-05-10,Disrupted,Standard,316.5,4.5,36x29x21,1,,Clear,Low,Holiday,V007,7245,101247,11.8,"49.7809,166.9363;-23.9202,125.427",20,0.09,2025-04-24,Oil Change,0,package_2143_before.jpg,Damaged,0,1
2144,6144,C363,Houston,Miami,FedEx,R1,2025-05-12,2025-05-12,2025-05-19,2025-05-21,Delayed,Express,171.4,3.8,32x29x19,1,,Cloudy,Moderate,Holiday,V019,7537,145245,8.7,"-76.6208,8.8649;-18.4776,171.6302",19,0.1,2025-05-07,Battery Replacement,0,package_2144_before.jpg,OK,0,0
2145,6145,C546,San Diego,San Francisco,FedEx,R16,2025-05-21,2025-05-21,2025-05-28,2025-05-28,Delivered,Standard,132.7,3.5,39x14x16,0,,Cloudy,Severe,Strike,V024,4620,81664,7.6,"21.4317,-18.8803;67.9955,174.5729",21,0.07,2025-05-04,Oil Change,0,package_2145_before.jpg,OK,0,0
2146,6146,C615,New York,Phoenix,DHL,R7,2025-05-21,2025-05-21,2025-05-27,2025-05-27,Delayed,Express,304.6,3.9,27x19x16,1,,Clear,High,Holiday,V021,7394,79023,9.9,"-31.0334,-168.4979;-34.6496,-71.5362",18,0.06,2025-04-24,Filter Change,0,package_2146_before.jpg,Damaged,0,0
2147,6147,C140,Houston,San Francisco,UPS,R15,2025-05-20,2025-05-21,2025-05-22,2025-05-22,Delivered,Express,215.0,2.7,50x31x16,0,,Sunny,Severe,Strike,V029,1323,63570,7.6,"-78.1117,-144.2632;40.3155,58.487",17,0.03,2025-04-22,Filter Change,0,package_2147_before.jpg,OK,0,1
2148,6148,C339,San Diego,Seattle,DHL,R19,2025-05-01,2025-05-01,2025-05-03,2025-05-03,Delivered,Express,247.8,4.2,48x38x16,0,,Sunny,High,Holiday,V007,1475,137866,11.8,"-80.3623,-54.2085;-0.2123,-41.3572",21,0.04,2025-04-28,Filter Change,0,package_2148_before.jpg,OK,0,0
2149,6149,C709,Dallas,Las Vegas,UPS,R8,2025-05-04,2025-05-05,2025-05-08,2025-05-08,Delayed,Fragile,304.5,5.8,44x28x13,1,,Sunny,High,Holiday,V005,5007,103671,5.9,"-40.4644,71.5229;87.0243,148.9319",28,0.03,2025-04-19,Brake Check,0,package_2149_before.jpg,OK,0,0
2150,6150,C830,Philadelphia,San Francisco,DHL,R9,2025-05-07,2025-05-07,2025-05-09,2025-05-09,Delivered,Fragile,209.5,4.8,42x23x8,0,,Cloudy,Severe,None,V030,3978,58312,6.1,"-32.6005,-59.2045;-87.5632,5.8505",23,0.05,2025-04-24,Oil Change,0,package_2150_before.jpg,OK,0,0
