EngineHours,Mileage,FuelConsumption,Temperature,Vibration,BreakdownFlag
6500,84077,5.3,28,0.07,0
1571,69078,6.9,16,0.1,0
3727,70708,5.0,21,0.06,0
4938,77135,10.1,22,0.02,0
4337,138510,10.7,20,0.06,0
1628,27770,10.2,29,0.07,0
1495,44279,11.6,29,0.06,0
6713,135584,5.7,16,0.07,0
6779,46058,5.5,26,0.08,0
3918,125089,5.4,27,0.02,1
7848,59335,5.2,19,0.07,0
6802,122378,6.1,23,0.05,1
7490,70127,8.3,20,0.03,0
6840,127159,8.3,19,0.06,0
4704,77943,7.1,23,0.01,0
1626,59023,10.3,30,0.03,0
5276,97860,5.6,27,0.07,0
2471,134340,6.3,17,0.09,0
1242,56185,8.7,15,0.02,0
7279,127525,8.6,28,0.09,0
6732,31308,10.1,22,0.09,0
7977,109511,7.0,19,0.03,0
7134,140461,9.2,17,0.1,0
6017,110015,10.8,21,0.07,1
1731,90007,8.6,23,0.06,0
4427,126868,9.7,17,0.05,0
1294,136835,6.4,23,0.09,0
3969,120814,5.8,27,0.05,0
1986,91380,6.6,16,0.02,0
5789,113733,5.1,19,0.07,0
6285,101212,10.3,26,0.03,0
1010,108341,5.8,18,0.08,0
7875,130050,9.0,30,0.06,0
1226,25217,11.3,28,0.1,0
1177,81304,6.5,16,0.09,0
2881,123061,5.7,20,0.05,0
1253,78569,8.9,25,0.02,0
4808,119950,6.0,25,0.08,0
6120,20105,9.9,24,0.03,0
6565,136909,7.4,18,0.02,0
1112,131677,10.1,17,0.01,0
3867,45494,5.5,20,0.08,0
4101,103127,10.4,30,0.03,0
3953,66664,9.6,23,0.03,0
2599,136468,11.1,16,0.01,0
3788,68070,9.0,30,0.06,0
2862,101934,11.3,28,0.09,0
6307,26645,10.8,22,0.04,0
5153,61173,12.0,21,0.02,0
1500,134796,11.0,18,0.09,0
1137,95353,7.6,19,0.02,0
6118,87387,6.1,23,0.01,0
3256,83375,6.2,18,0.08,0
7188,54031,6.9,24,0.06,0
7943,53746,7.1,15,0.1,0
5548,102946,10.4,25,0.08,0
3546,99467,8.6,21,0.09,0
3071,81690,7.8,29,0.02,0
5247,124799,11.2,16,0.07,1
2247,78458,6.5,26,0.08,0
7511,32098,5.6,20,0.02,0
4746,83692,8.3,16,0.02,0
3544,83264,10.8,15,0.03,0
1223,60222,7.1,23,0.05,0
6222,136134,4.9,23,0.07,0
5485,23877,11.7,19,0.08,0
3215,93607,8.7,18,0.08,0
4781,66032,11.3,18,0.05,0
6010,39683,7.9,21,0.04,0
6810,90180,5.6,18,0.08,0
4495,115680,6.1,29,0.04,0
6451,64022,11.8,30,0.06,0
5588,100740,11.1,20,0.03,0
6260,109200,9.6,20,0.05,0
2775,83990,8.7,19,0.08,0
3971,146986,4.7,29,0.03,0
5381,25809,11.8,29,0.06,0
4638,74602,9.8,23,0.1,0
1230,104591,10.6,15,0.02,0
6856,108104,6.8,16,0.08,0
2999,114883,7.1,25,0.05,1
4120,27066,10.5,21,0.1,0
2032,20663,8.7,15,0.08,0
2571,28278,10.7,22,0.1,0
5524,74414,8.3,29,0.05,0
6430,145921,11.0,25,0.06,0
4307,25416,4.7,24,0.08,0
5299,116899,11.9,25,0.05,0
3231,43819,10.7,19,0.02,0
6681,100671,5.2,21,0.07,0
5201,105526,11.9,19,0.09,0
2552,25859,4.7,26,0.05,0
4402,93806,9.6,18,0.06,0
4693,141698,8.9,15,0.06,0
2636,60271,6.6,22,0.06,0
5907,91125,9.2,16,0.09,0
7273,133128,8.4,26,0.03,0
2285,38309,11.0,22,0.04,0
6194,137402,10.8,29,0.03,0
7378,120687,6.9,23,0.03,0
2365,25970,8.9,27,0.06,0
4411,132780,4.6,28,0.02,0
2562,134826,11.9,15,0.05,0
3644,78867,9.7,27,0.07,0
7484,124803,5.0,28,0.08,0
7198,71496,5.3,27,0.09,0
4740,22937,7.9,16,0.05,0
7685,129508,4.6,24,0.1,0
4448,141153,11.6,15,0.02,0
4784,41630,7.0,30,0.07,0
1719,144995,11.1,20,0.01,0
2246,44184,11.0,28,0.06,0
2189,99892,6.5,29,0.04,0
6630,65416,9.0,21,0.05,0
5123,78551,6.2,26,0.04,0
7263,141746,9.9,15,0.06,0
2105,41900,7.5,19,0.04,0
2445,124166,8.1,20,0.03,1
1009,105349,8.7,16,0.08,0
6723,139618,8.7,18,0.04,0
2260,72011,8.1,19,0.03,0
3427,69617,6.6,30,0.07,0
3834,21126,10.9,28,0.03,0
2490,91311,11.1,17,0.08,0
6937,35705,8.2,25,0.09,0
5186,70238,11.8,21,0.04,0
2991,66112,11.2,24,0.09,0
7578,31383,9.9,19,0.07,0
7103,141917,6.6,19,0.05,0
5911,84795,9.5,29,0.08,0
7885,124983,8.8,22,0.08,0
2179,81165,10.7,30,0.09,0
1452,93047,6.9,30,0.05,0
6813,103837,6.6,21,0.1,0
1805,101478,10.0,17,0.02,1
2403,21353,8.5,21,0.02,0
2160,21626,11.8,26,0.08,0
3472,22464,11.4,26,0.07,0
7110,122296,11.9,18,0.08,0
7882,113809,5.2,18,0.05,1
7022,62649,8.9,22,0.08,0
7062,108385,7.3,20,0.01,0
2295,139334,11.6,30,0.08,0
4627,123117,9.5,17,0.1,0
4404,132806,6.2,15,0.05,0
4592,137299,7.6,29,0.05,0
1214,133721,7.0,17,0.03,0
4701,99269,7.1,20,0.04,0
6184,49205,5.9,19,0.07,0
2494,140119,11.7,23,0.02,0
2557,112636,6.6,24,0.04,0
1406,87030,5.9,30,0.08,0
6344,36280,5.6,18,0.03,0
1789,118633,10.1,27,0.03,0
2500,110496,6.8,16,0.07,0
3235,54586,4.9,24,0.01,0
7284,75270,11.4,19,0.05,0
5079,99096,7.6,17,0.03,0
3307,128821,10.2,28,0.04,0
6627,70678,4.5,25,0.04,0
4358,100666,11.3,18,0.09,0
7954,52141,9.2,22,0.09,0
1570,123795,11.5,25,0.09,0
7798,65642,9.3,16,0.03,0
2530,114447,9.1,17,0.1,0
5092,120170,11.5,22,0.05,0
6776,79726,11.0,15,0.07,0
2628,22351,5.6,24,0.03,0
2098,83234,11.4,20,0.08,0
3784,148732,4.9,26,0.06,0
7780,62893,5.6,17,0.05,0
6381,20611,6.4,24,0.07,0
6536,117699,8.1,21,0.06,0
7795,48223,6.6,17,0.02,0
6552,90873,8.8,22,0.03,0
3401,70093,11.1,22,0.09,0
7926,129304,11.0,16,0.09,0
2114,134874,4.5,28,0.08,0
4521,40831,7.5,30,0.03,0
2508,143493,6.8,29,0.02,0
7762,34168,6.5,30,0.04,0
6626,113054,10.4,25,0.03,0
5599,54678,9.0,28,0.03,0
3060,143266,9.1,24,0.08,0
1390,134306,10.6,23,0.05,0
4977,73662,7.3,30,0.08,0
3996,65477,10.1,19,0.01,0
4821,127838,5.7,25,0.03,0
4288,95247,7.0,22,0.04,0
6408,110763,8.9,21,0.04,0
2163,70492,9.6,15,0.08,0
3886,25602,6.8,18,0.02,0
7255,118570,7.2,27,0.01,0
1686,144533,5.9,18,0.02,0
2321,40327,7.6,27,0.03,0
5421,23100,10.4,23,0.07,0
5992,113527,7.0,29,0.03,0
1899,43947,6.9,28,0.03,1
5264,103037,9.9,15,0.05,0
1977,112093,11.9,30,0.1,0
6649,145524,9.6,28,0.03,0
5769,146914,8.7,17,0.09,0
7043,119025,8.3,15,0.02,0
5379,78213,4.7,19,0.06,0
6332,109301,8.9,23,0.02,0
4321,34501,10.1,22,0.06,0
3477,106302,10.6,17,0.09,0
3776,35211,11.6,28,0.02,0
5785,109384,5.0,16,0.04,0
4317,49560,11.7,28,0.05,0
4278,29842,5.4,23,0.02,0
1802,142495,8.6,18,0.05,0
4360,69801,5.4,29,0.07,0
3431,106033,8.8,22,0.09,0
6827,82190,7.3,16,0.06,0
1599,58922,6.6,20,0.09,0
4842,88862,10.5,30,0.06,0
7542,139847,10.3,20,0.07,0
3591,35086,10.5,17,0.04,0
7317,45183,5.9,16,0.04,0
5792,113477,6.6,21,0.1,0
3387,111425,5.9,30,0.03,0
1319,134817,9.0,18,0.07,0
7426,139193,7.8,28,0.06,0
2014,39008,5.1,20,0.03,0
3057,97791,8.2,23,0.01,0
6270,42766,4.5,19,0.08,0
4921,112442,7.1,29,0.07,0
3683,87151,12.0,21,0.03,0
5785,20782,5.2,23,0.03,0
4515,142678,5.8,21,0.08,0
7544,22750,5.8,21,0.04,0
3329,74361,11.3,30,0.08,0
5125,77372,7.2,24,0.05,0
1953,77981,5.3,17,0.03,0
5138,45586,7.6,24,0.03,0
6422,37882,5.5,17,0.08,0
5666,126112,6.2,28,0.03,0
3893,114344,7.0,29,0.1,0
3056,65004,5.5,23,0.09,0
3163,42510,12.0,26,0.07,0
3692,134699,10.4,24,0.03,0
7647,33157,8.4,21,0.02,0
5854,95302,9.4,23,0.09,0
1357,88489,5.4,25,0.04,0
5351,30536,9.7,24,0.05,0
3352,90630,7.1,16,0.08,0
6087,127152,4.7,23,0.09,0
5457,109677,6.6,21,0.05,0
7299,123631,5.8,30,0.07,0
7422,112273,10.5,26,0.06,0
5969,75574,6.8,25,0.05,0
6510,97718,5.5,29,0.04,0
6582,89738,8.9,15,0.04,0
7322,146146,11.3,28,0.1,0
1693,49828,9.6,16,0.04,0
3799,70044,8.0,22,0.1,0
1207,113907,7.2,28,0.08,0
6936,98243,8.7,16,0.03,0
2803,96727,5.0,24,0.03,0
6627,124652,6.1,29,0.04,0
3877,116500,8.8,19,0.07,0
1277,89559,11.8,16,0.02,0
4149,123440,6.6,27,0.04,0
2915,147478,4.8,19,0.07,0
4697,72017,10.5,18,0.02,1
2386,23631,8.0,29,0.04,1
5711,43786,8.3,27,0.07,0
1163,91719,9.0,29,0.06,0
7049,97977,9.4,20,0.04,0
2024,27916,6.2,20,0.06,0
4124,110606,5.4,30,0.06,0
6163,137825,11.4,16,0.09,0
1492,70431,8.6,15,0.08,0
4816,27792,5.5,17,0.09,0
5979,115408,5.6,22,0.04,0
1928,57345,8.7,25,0.07,0
6989,21781,8.4,20,0.03,0
5804,105184,9.0,18,0.05,0
4218,47512,9.2,22,0.08,0
4003,24732,11.5,27,0.05,0
2590,59095,7.9,19,0.04,0
7502,125923,7.6,26,0.1,0
3512,59580,9.5,18,0.02,0
7204,30254,4.8,29,0.07,0
5681,137422,6.4,21,0.07,0
3300,57657,6.8,19,0.06,1
5249,129450,10.5,30,0.06,1
2462,138116,11.2,22,0.02,0
5985,54636,8.8,20,0.06,0
7001,41948,9.8,26,0.05,0
7021,142593,10.1,21,0.06,0
4028,109002,9.4,23,0.09,0
6974,31702,9.3,16,0.09,0
1828,89626,10.1,27,0.05,0
1851,124284,8.4,19,0.02,0
3535,109026,4.6,26,0.08,0
2121,130602,5.9,23,0.05,0
3646,131093,12.0,16,0.09,0
7317,68202,4.9,18,0.05,0
7470,22504,11.2,26,0.06,0
3291,68664,6.9,25,0.07,0
6965,68808,7.7,23,0.07,0
1833,76927,8.7,24,0.01,0
1367,22264,6.3,26,0.03,0
3349,92631,7.6,25,0.04,0
6037,28634,8.5,24,0.07,0
2777,56506,11.8,20,0.06,0
4530,65394,8.1,19,0.02,0
7483,115084,7.2,23,0.1,0
6162,27281,6.2,24,0.08,0
7206,134175,7.9,22,0.02,0
6569,39379,5.4,20,0.1,0
4998,128593,9.1,18,0.03,0
5149,48217,11.6,16,0.04,0
4029,89645,10.4,18,0.02,0
3371,43733,7.9,28,0.06,0
5371,54490,7.9,23,0.09,0
5894,25739,7.3,20,0.05,0
2977,147113,9.8,26,0.08,0
1219,128445,11.9,20,0.09,0
7036,48377,11.6,25,0.07,0
4845,123161,9.4,22,0.06,0
7960,148121,10.1,28,0.02,0
3274,42595,7.7,18,0.03,0
6716,133433,8.7,22,0.01,0
3718,96643,6.4,29,0.04,1
3196,28381,11.6,17,0.04,0
2602,149040,6.4,17,0.02,0
4717,91531,6.1,21,0.1,0
3703,149346,11.8,19,0.04,0
7363,43277,9.8,30,0.1,0
5888,87792,5.4,19,0.07,0
7533,137294,11.2,24,0.08,0
1011,82845,10.6,20,0.05,0
4245,97612,4.7,28,0.03,0
1423,78004,4.7,25,0.1,0
5193,146600,11.8,18,0.06,0
3413,118167,9.3,28,0.09,0
2774,28198,8.2,19,0.07,0
2420,89909,11.1,28,0.09,0
2582,57594,5.9,26,0.07,0
3572,72573,4.5,15,0.06,0
2032,68808,4.9,25,0.1,0
4064,77110,10.8,28,0.03,0
4887,47739,12.0,30,0.09,0
1021,29703,11.6,18,0.02,0
7409,92846,10.0,25,0.03,0
2326,44268,9.3,25,0.02,0
1037,80644,11.2,30,0.05,0
7050,80248,12.0,19,0.05,0
3618,104722,9.3,19,0.1,0
6159,129166,7.5,15,0.06,0
1949,94895,6.3,24,0.03,0
3066,77312,5.3,21,0.09,0
6121,73083,10.2,26,0.05,0
2314,149212,8.8,27,0.02,0
6368,56022,8.8,28,0.03,0
3441,52521,7.3,26,0.05,0
7615,114791,8.5,15,0.08,0
1393,118548,10.8,22,0.05,0
3235,145828,5.0,19,0.03,0
4064,143806,8.7,20,0.05,0
2545,127523,6.1,28,0.09,0
4376,144696,10.4,22,0.08,0
3699,70473,6.9,20,0.05,0
5736,123762,11.6,30,0.02,0
7792,64644,7.9,24,0.06,0
6682,28169,8.7,20,0.02,0
7592,123119,11.6,16,0.09,0
6502,36947,11.4,20,0.09,0
4566,145166,10.8,24,0.02,0
7711,116207,7.6,20,0.01,0
5447,137136,10.2,16,0.02,0
5519,141670,11.1,27,0.02,0
2738,53354,6.8,17,0.03,0
4277,128910,5.4,22,0.06,0
1182,33226,11.4,27,0.09,0
7190,84197,8.4,18,0.01,0
1914,122600,6.6,23,0.02,0
6255,78314,7.1,17,0.02,0
2135,101429,9.3,23,0.03,0
1126,29205,6.0,25,0.03,0
2010,97163,6.1,15,0.1,0
5277,64102,4.7,24,0.06,0
3705,39574,9.5,17,0.1,0
1923,71201,7.9,24,0.08,0
7283,22108,10.3,21,0.08,0
5263,73477,11.0,29,0.08,0
7785,147771,8.8,25,0.05,0
7867,95809,8.9,15,0.08,0
6138,106955,6.7,24,0.09,0
6144,23708,5.9,21,0.02,0
4673,93942,6.1,17,0.03,0
2592,27974,6.3,25,0.05,0
1972,91790,6.5,26,0.08,0
5272,86939,9.1,15,0.05,0
6711,125939,11.0,21,0.04,0
2636,144467,10.1,16,0.02,0
1753,120856,8.2,20,0.06,0
1071,84200,5.6,27,0.09,0
4400,70789,11.6,30,0.06,0
4713,20258,8.6,25,0.07,0
2588,88115,9.1,17,0.06,0
7376,142118,8.5,26,0.06,0
5511,72862,11.3,16,0.07,0
1689,130884,9.6,30,0.04,0
6459,107143,10.4,27,0.05,0
5915,99133,6.0,28,0.02,0
2994,120734,6.9,18,0.05,0
2017,44676,10.3,15,0.07,0
1060,55394,8.7,19,0.02,0
3474,84373,9.8,27,0.04,0
5364,104033,4.6,26,0.07,0
2638,110189,10.2,30,0.06,0
2743,54427,10.3,16,0.08,0
1031,120764,9.0,23,0.07,0
1986,97812,5.0,22,0.01,0
4337,105510,10.6,26,0.06,0
1270,114491,10.5,22,0.03,0
6636,63997,6.4,15,0.08,0
4754,24100,9.1,25,0.02,0
4518,78861,7.1,17,0.05,1
2218,122445,10.0,22,0.09,0
4972,45110,4.8,22,0.03,0
1608,145727,10.4,26,0.04,0
2090,92740,6.5,27,0.04,0
7018,119241,8.9,22,0.05,0
1376,75192,9.3,20,0.06,0
1304,55565,11.0,29,0.08,0
6134,31880,4.9,19,0.04,0
1358,141976,7.1,21,0.09,0
3830,50748,10.8,28,0.04,0
7872,137786,5.8,17,0.07,0
4311,118135,9.0,28,0.04,0
7430,57196,11.5,16,0.02,0
2149,103317,11.7,24,0.05,0
2894,55195,8.7,16,0.03,0
2575,90286,6.6,15,0.04,0
3872,99838,6.5,18,0.01,0
5828,45153,7.4,21,0.07,0
4772,109738,5.3,24,0.1,0
7818,79772,6.0,26,0.06,0
1519,35702,7.1,16,0.05,0
5722,89588,5.9,23,0.01,0
4992,127884,5.8,19,0.06,0
6538,25575,8.3,21,0.05,0
5309,66031,10.1,24,0.02,1
3477,91641,9.4,20,0.03,0
4430,144690,6.0,24,0.05,0
4890,59414,9.1,20,0.03,0
3540,106451,11.2,16,0.02,0
4439,96654,4.8,16,0.01,0
2994,45675,11.2,20,0.04,0
4581,95174,9.6,27,0.09,0
4598,143415,8.4,18,0.04,0
6768,137199,6.4,16,0.1,1
2005,138878,7.1,21,0.04,0
5909,67550,4.7,24,0.09,0
6917,36185,11.7,28,0.08,0
7302,81548,5.5,25,0.06,0
6817,119445,7.1,28,0.07,0
1697,116272,7.9,26,0.01,0
5790,139529,5.2,28,0.06,0
1806,54615,11.0,21,0.05,0
3301,96272,9.5,24,0.01,0
1802,110029,10.0,28,0.07,0
6953,132580,9.5,30,0.05,0
4335,85490,8.9,27,0.04,0
4324,52522,5.0,27,0.03,1
7430,62246,5.1,26,0.02,0
6470,147124,6.9,23,0.09,0
7794,37929,8.5,23,0.06,0
3258,119639,11.0,22,0.03,0
4556,29283,11.7,24,0.06,0
2938,30396,7.0,21,0.08,0
6901,77391,6.5,24,0.06,0
2333,32927,8.2,17,0.02,0
1954,106587,7.5,27,0.01,0
6709,146006,4.7,26,0.07,0
1159,93691,8.9,27,0.08,0
3772,106111,10.7,25,0.02,0
2404,61866,5.1,23,0.04,0
4328,90697,7.9,15,0.03,0
6563,70789,9.4,29,0.08,0
7338,121755,11.6,18,0.03,0
1710,121068,4.7,29,0.08,0
5121,95358,4.7,25,0.08,0
1743,94110,6.9,26,0.02,0
2591,33479,10.2,24,0.01,0
6072,66944,8.2,26,0.1,0
7891,33470,4.9,20,0.06,0
1681,107031,9.0,22,0.01,0
6182,138563,8.2,22,0.05,0
6418,69351,8.4,18,0.02,0
5690,124713,8.1,26,0.05,0
2357,37558,8.1,27,0.03,0
3773,125240,11.4,30,0.09,0
1753,102472,9.5,20,0.05,0
1848,90881,4.9,23,0.09,0
3362,75243,6.0,28,0.02,0
2297,84084,5.6,28,0.03,0
6131,90700,7.8,19,0.07,0
2582,40930,5.7,26,0.07,0
1835,58748,8.2,18,0.01,0
7402,53383,10.7,22,0.04,0
5861,128308,4.5,15,0.04,0
2821,130976,5.4,20,0.08,0
5947,65460,7.8,16,0.06,0
6131,22617,11.1,27,0.05,0
5810,75627,6.0,19,0.07,0
2241,117677,5.4,15,0.04,0
5279,118131,6.5,30,0.04,0
1134,82143,10.1,24,0.04,0
4732,131990,9.9,23,0.01,0
7882,99990,10.2,21,0.04,0
3148,142418,6.1,24,0.05,0
7187,30180,5.0,28,0.08,0
5609,59799,11.4,27,0.02,0
2989,79154,4.9,16,0.1,0
2372,115013,8.6,29,0.03,0
7543,121521,9.1,24,0.05,0
6072,86381,5.9,24,0.09,0
4955,120530,10.0,21,0.08,0
3318,53628,10.0,19,0.04,0
4848,86764,7.4,28,0.09,0
1664,27555,9.3,29,0.05,0
5408,128226,11.3,17,0.05,0
4491,134959,6.6,29,0.03,0
4749,113878,8.5,15,0.04,0
5280,75758,11.7,15,0.01,0
5658,44290,7.2,30,0.03,0
6490,24091,6.4,29,0.07,0
4327,101108,8.8,17,0.08,0
7664,29474,7.8,30,0.05,0
6608,78401,5.3,16,0.03,0
5847,133704,4.6,20,0.05,0
7578,36779,9.4,29,0.03,0
7636,60091,11.6,29,0.02,0
1787,119367,5.4,23,0.09,0
5896,131803,9.1,16,0.05,0
6156,141215,7.0,25,0.06,1
5915,145763,11.3,28,0.04,0
2451,29292,11.7,27,0.02,0
7408,52324,7.1,16,0.07,0
5185,34106,11.5,15,0.01,0
7903,145716,5.1,30,0.04,0
6485,85537,7.2,22,0.01,0
1384,88050,7.5,19,0.02,0
2894,85572,5.7,27,0.09,0
6816,107305,10.3,19,0.03,1
3157,94389,9.7,30,0.01,0
4914,110186,7.4,25,0.05,0
5051,50798,8.0,24,0.02,0
4600,84688,7.6,27,0.05,0
7332,106161,8.0,27,0.08,0
6161,83724,4.7,28,0.04,0
3599,118004,7.5,18,0.05,0
5603,101864,11.3,21,0.09,0
3924,127772,8.0,27,0.07,0
3745,65327,6.9,24,0.01,0
6544,100813,5.7,24,0.02,0
1788,120755,7.5,17,0.07,0
1979,131769,6.5,28,0.08,1
3876,145748,8.1,21,0.07,0
1794,38379,5.4,16,0.03,0
2540,79831,5.7,29,0.03,0
1933,146401,11.8,30,0.02,0
7334,67497,9.1,26,0.08,0
6790,32378,4.8,29,0.06,0
5757,38910,8.6,30,0.05,0
5954,21581,5.3,26,0.04,0
7286,72902,7.6,18,0.08,0
5646,100767,11.6,25,0.05,0
2889,78882,6.5,28,0.07,0
6916,117009,4.5,25,0.03,0
1974,105006,10.1,15,0.05,0
6173,49045,7.0,24,0.03,0
7102,127917,11.9,21,0.05,1
5637,48021,9.6,28,0.04,0
1281,99700,10.6,25,0.04,0
1304,125979,10.8,30,0.1,0
1075,120645,10.0,30,0.03,0
2074,22527,11.5,26,0.03,0
1975,102776,7.8,30,0.05,0
7857,72408,10.6,28,0.08,0
6665,90553,7.9,26,0.06,0
4775,135379,8.9,29,0.04,0
5457,102252,9.1,16,0.07,0
3114,22709,6.8,25,0.05,0
1347,61156,11.9,18,0.08,0
3372,70374,9.3,23,0.03,0
7170,30631,10.2,21,0.07,0
5711,37761,5.2,24,0.08,0
5260,29052,5.3,30,0.03,0
3138,48447,12.0,16,0.02,0
6104,98852,8.6,28,0.04,0
5851,74111,4.6,22,0.09,0
6334,127207,9.4,23,0.01,0
2331,91760,5.6,15,0.08,0
3628,70461,4.9,24,0.07,0
5024,35074,11.1,19,0.08,0
3855,119589,4.8,29,0.05,0
6099,73510,6.6,21,0.08,0
4546,78247,11.7,18,0.02,0
2229,146884,9.5,18,0.1,0
6067,25201,10.7,19,0.08,0
1871,37119,9.6,20,0.03,0
6015,100755,8.7,20,0.1,0
2021,36791,6.2,20,0.02,0
2235,86630,9.5,26,0.03,0
1291,109692,6.2,17,0.09,0
5981,105995,10.5,28,0.06,0
1533,100432,9.3,19,0.04,0
4476,26335,7.9,20,0.01,0
3918,22802,11.5,16,0.07,0
7003,116415,6.6,19,0.09,0
7316,57305,10.2,27,0.06,1
6261,146666,7.8,17,0.05,0
5815,66040,7.2,15,0.09,0
4227,79021,4.8,28,0.03,0
1703,23534,9.6,22,0.05,0
6993,81927,10.0,27,0.09,0
1042,123437,11.2,17,0.05,0
5423,86774,10.6,20,0.08,0
7204,147581,8.3,30,0.09,0
5203,70373,9.5,21,0.05,0
5251,148764,10.5,29,0.06,0
3793,81775,11.3,27,0.04,0
4245,98969,6.4,20,0.02,0
5222,133309,10.7,19,0.05,0
5342,71215,5.2,27,0.07,0
7288,41282,4.6,17,0.01,0
6404,109237,6.0,30,0.03,0
4097,99747,7.9,26,0.04,0
6702,88051,4.8,25,0.05,0
3555,89240,10.2,23,0.04,0
6129,35051,11.8,23,0.08,0
7620,128893,9.7,26,0.04,0
7239,115375,9.5,17,0.03,0
6687,147079,4.5,24,0.02,0
3777,84263,4.6,17,0.06,0
7060,89246,9.2,19,0.09,0
7396,34483,10.8,30,0.09,0
4862,118962,10.0,24,0.02,0
2531,95270,6.0,15,0.08,0
6506,133088,7.5,29,0.07,0
6589,48758,10.8,25,0.08,0
2740,136941,10.4,24,0.04,0
2931,141008,11.8,23,0.09,0
7685,35583,6.0,20,0.02,0
5945,23686,6.5,24,0.03,0
3314,63689,8.1,28,0.04,0
6372,35280,7.3,30,0.06,0
3074,57619,9.2,29,0.07,0
5469,22102,6.9,29,0.08,0
2052,28723,10.7,25,0.03,0
5874,28645,5.7,18,0.06,0
6049,140024,7.9,28,0.04,0
3984,27141,7.1,29,0.1,0
4099,96456,11.0,26,0.06,0
6503,137174,9.2,24,0.05,0
1992,93513,9.4,21,0.09,0
7031,67544,11.5,25,0.08,0
1898,20138,6.8,26,0.03,0
1368,125489,8.0,22,0.1,0
1328,24462,9.8,25,0.06,0
1986,129582,9.4,21,0.02,0
4149,102248,5.0,23,0.04,0
7850,86860,8.5,26,0.03,0
5209,131239,10.5,27,0.02,0
3398,111400,8.2,22,0.1,0
7828,141086,6.7,24,0.02,0
5721,129538,7.1,19,0.08,0
7528,143029,10.8,19,0.08,0
5374,89998,11.4,17,0.08,0
5465,132480,4.5,19,0.08,0
1319,65624,5.3,21,0.02,0
7439,68646,8.6,28,0.06,0
3685,83126,6.0,17,0.04,0
7822,127079,10.9,21,0.06,0
4904,141488,6.9,20,0.02,0
2921,53578,10.1,28,0.09,0
6062,120667,10.7,19,0.06,0
3311,110966,5.4,29,0.06,0
1584,142207,9.6,17,0.04,0
6493,52280,8.3,30,0.03,0
2157,48132,6.4,15,0.09,0
4807,146314,8.7,28,0.06,0
1174,69518,11.4,28,0.06,0
2535,28123,6.8,21,0.09,0
6276,42020,8.7,20,0.07,0
3035,113508,9.2,26,0.02,0
3301,93188,6.0,23,0.06,0
3585,118170,9.0,21,0.09,0
5278,70109,9.6,25,0.04,0
7079,76459,11.5,30,0.05,0
4288,129809,6.4,26,0.06,0
7769,95381,9.0,22,0.03,0
6312,83869,7.1,25,0.08,0
1032,30873,6.8,27,0.09,0
4714,20192,12.0,30,0.07,0
2705,54531,8.2,26,0.02,0
4301,140071,7.4,28,0.09,0
1537,96886,8.9,21,0.04,0
7327,140184,10.7,23,0.08,0
7128,84445,8.7,18,0.06,0
4969,88846,9.6,28,0.03,0
5600,69905,9.1,19,0.04,0
1670,46314,11.4,22,0.08,0
3081,28757,11.4,21,0.05,0
2092,82236,4.9,30,0.06,0
1324,106395,11.1,28,0.02,0
2027,112330,8.7,25,0.04,0
3516,65657,7.1,30,0.04,0
3461,57251,6.6,30,0.02,0
3315,131446,7.6,23,0.06,0
1669,45511,10.0,16,0.05,0
3183,122564,4.6,25,0.07,0
1479,21147,6.7,26,0.03,0
5271,59719,9.0,18,0.09,0
1855,21531,6.2,16,0.05,0
6850,133340,9.9,26,0.1,0
2884,89467,9.2,15,0.09,1
7535,108560,10.5,18,0.03,0
1640,81933,9.7,26,0.09,0
1058,58323,9.4,24,0.09,0
7570,135879,9.6,24,0.03,0
6016,112849,11.0,25,0.01,0
1702,89837,11.6,30,0.09,0
5174,123923,11.9,17,0.07,0
2608,137945,10.7,18,0.02,0
6832,74413,4.8,18,0.01,0
6002,147959,5.7,29,0.01,0
5357,117318,10.1,30,0.1,0
1959,136477,6.3,17,0.04,0
6642,44364,5.8,30,0.02,0
4954,32413,8.5,22,0.08,0
2710,43071,4.9,17,0.08,0
5839,54840,6.3,20,0.08,0
4329,27349,8.9,17,0.02,0
2277,91676,8.4,30,0.06,0
7407,69720,9.0,16,0.02,0
3614,88864,5.9,29,0.05,0
5460,40138,9.8,22,0.09,0
4374,133120,5.7,16,0.1,0
5755,104428,9.6,25,0.08,0
2606,24931,7.5,18,0.09,0
4898,32192,6.2,24,0.09,0
4533,40268,10.5,26,0.05,0
7754,110574,9.4,23,0.04,0
2181,88431,11.6,19,0.03,0
4280,71954,8.5,21,0.06,0
4723,147480,5.3,25,0.04,0
3953,62540,7.2,17,0.01,1
6213,85803,4.8,30,0.07,0
3002,141941,6.3,30,0.03,0
2602,109502,5.8,20,0.02,0
4799,149575,11.5,30,0.09,0
1278,88239,7.7,23,0.06,0
4981,148741,6.8,15,0.01,0
3985,86596,10.0,16,0.08,0
4261,47923,5.6,21,0.03,0
6156,43612,6.2,20,0.04,0
4323,97295,6.5,22,0.04,0
6035,71750,7.1,16,0.1,0
6924,132263,9.2,22,0.02,0
2892,126986,6.1,21,0.08,0
4400,64187,11.1,30,0.07,0
7323,115643,5.1,25,0.05,0
5105,29004,7.4,16,0.08,0
7021,41574,11.2,19,0.01,0
6740,68418,6.0,15,0.08,0
7999,106514,8.9,23,0.04,0
1640,82270,9.2,29,0.1,1
